book_name,author,genre,publication_year,rating,total ratings,reviews,cover,page_link,page,binding,year,cluster
Silent Hearts,Gwen Florio,Fiction,"First published July 24, 2018",3.94,807,159,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1513954131i/36373275.jpg,https://www.goodreads.com/book/show/36373275-silent-hearts,336, Hardcover,2018,less visited
From Here to Eternity,James Jones,Fiction,"First published January 1, 1951",4.08,17083,589,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330924946i/116114.jpg,https://www.goodreads.com/book/show/116114.From_Here_to_Eternity,816, Hardcover,1951,less visited
The Great Automatic Grammatizator And Other Stories,Roald Dahl,Short Stories,"First published April 6, 1982",4.06,4491,388,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1638691876i/224292.jpg,https://www.goodreads.com/book/show/224292.The_Great_Automatic_Grammatizator_And_Other_Stories,286, Paperback,1982,less visited
The Universe Story: From the Primordial Flaring Forth to the Ecozoic Era--A Celebration of the Unfolding of the Cosmos,Brian Swimme,Science,"First published January 1, 1992",4.26,237,24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348829804i/981818.jpg,https://www.goodreads.com/book/show/981818.The_Universe_Story,320, Paperback,1992,less visited
What Is Philosophy?,Gilles Deleuze,Philosophy,"First published January 1, 1991",4.14,1861,107,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349086124i/118319.jpg,https://www.goodreads.com/book/show/118319.What_Is_Philosophy_,253, Paperback,1991,less visited
The Bridges of Madison County,Robert James Waller,Fiction,"First published April 13, 1992",3.67,90906,5525,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344267141i/83674.jpg,https://www.goodreads.com/book/show/83674.The_Bridges_of_Madison_County,224, Mass Market Paperback,1992,less visited
The World's Last Night: And Other Essays,C.S. Lewis,Christian,"First published January 1, 1960",4.2,2012,242,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1469813106i/30037798.jpg,https://www.goodreads.com/book/show/30037798-the-world-s-last-night,128, Paperback,1960,less visited
Summer of the Monkeys,Wilson Rawls,Fiction,"First published January 1, 1976",4.06,13854,1120,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388183978i/10372.jpg,https://www.goodreads.com/book/show/10372.Summer_of_the_Monkeys,288, Paperback,1976,less visited
The Girl Who Wrote in Silk,Kelli Estes,Historical Fiction,"First published July 7, 2015",4.09,28214,3382,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1496489714i/24481335.jpg,https://www.goodreads.com/book/show/24481335-the-girl-who-wrote-in-silk,391, Paperback,2015,less visited
Among the Believers : An Islamic Journey,V.S. Naipaul,Travel,"First published January 1, 1981",3.85,2286,176,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1332404617i/54161.jpg,https://www.goodreads.com/book/show/54161.Among_the_Believers_,495, Paperback,1981,less visited
A Game Of Hide And Seek,Elizabeth Taylor,Fiction,"First published January 1, 1951",3.79,1097,164,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1376873955i/4241335.jpg,https://www.goodreads.com/book/show/4241335-a-game-of-hide-and-seek,306, Hardcover,1951,less visited
The Laws of Gravity,Liz Rosenberg,Fiction,"First published April 16, 2013",3.65,1633,175,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1365144173i/17171906.jpg,https://www.goodreads.com/book/show/17171906-the-laws-of-gravity,298, Paperback,2013,less visited
The Penultimate Truth,Philip K. Dick,Science Fiction,"First published September 1, 1964",3.78,9154,593,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1519091756i/41064.jpg,https://www.goodreads.com/book/show/41064.The_Penultimate_Truth,191, Paperback,1964,less visited
Studies In The Sermon On The Mount,D. Martyn Lloyd-Jones,Theology,"First published January 1, 1958",4.62,1401,143,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394336077i/2408961.jpg,https://www.goodreads.com/book/show/2408961.Studies_In_The_Sermon_On_The_Mount,654, Paperback,1958,less visited
Son of the Shadows,Juliet Marillier,Fantasy,"First published September 1, 2000",4.33,30388,1599,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1602021932i/13927.jpg,https://www.goodreads.com/book/show/13927.Son_of_the_Shadows,608, Mass Market Paperback,2000,less visited
"He's a Stud, She's a Slut, and 49 Other Double Standards Every Woman Should Know",Jessica Valenti,Feminism,"First published May 6, 2008",3.9,3271,259,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328746832i/2181667.jpg,https://www.goodreads.com/book/show/2181667.He_s_a_Stud_She_s_a_Slut_and_49_Other_Double_Standards_Every_Woman_Should_Know,219, Paperback,2008,less visited
Under a Monsoon Cloud,H.R.F. Keating,Mystery,"First published September 23, 1986",3.85,837,14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1380178111i/2521070.jpg,https://www.goodreads.com/book/show/2521070.Under_a_Monsoon_Cloud,221, Paperback,1986,less visited
Growth of the Soil,Knut Hamsun,Fiction,"First published January 1, 1917",4.23,9381,821,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1420733175i/342049.jpg,https://www.goodreads.com/book/show/342049.Growth_of_the_Soil,435, Paperback,1917,less visited
Nectar in a Sieve,Kamala Markandaya,Fiction,"First published January 1, 1954",3.67,9854,981,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348811536i/101509.jpg,https://www.goodreads.com/book/show/101509.Nectar_in_a_Sieve,186, Paperback,1954,less visited
The Ladies Auxiliary,Tova Mirvis,Fiction,"First published January 1, 1999",3.7,5281,954,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320436579i/98718.jpg,https://www.goodreads.com/book/show/98718.The_Ladies_Auxiliary,336, Paperback,1999,less visited
Howards End,E.M. Forster,Classics,"First published October 18, 1910",3.96,85601,3919,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1518837828i/38374795.jpg,https://www.goodreads.com/book/show/38374795-howards-end,318, Paperback,1910,less visited
The Virgins of Venice,Gina Buonaguro,Historical Fiction,"Published December 13, 2022",4.3,752,29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1664349939i/60659597.jpg,https://www.goodreads.com/book/show/60659597-the-virgins-of-venice,432, Paperback,2022,less visited
Taming Julia,Jodie Wolfe,Historical,"Published February 14, 2020",4.4,55,38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1581366298i/50371865.jpg,https://www.goodreads.com/book/show/50371865-taming-julia,328, ebook,2020,less visited
Othello,William Shakespeare,Classics,"First published January 1, 1603",3.89,364871,8789,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1459795105i/12996.jpg,https://www.goodreads.com/book/show/12996.Othello,314, Mass Market Paperback,1603,less visited
Don't Let the Pigeon Stay Up Late!,Mo Willems,Picture Books,"First published April 1, 2006",4.33,36177,1105,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439773391i/191117.jpg,https://www.goodreads.com/book/show/191117.Don_t_Let_the_Pigeon_Stay_Up_Late_,40, Hardcover,2006,less visited
"Safety in Numbers: From 56 to 221 Pounds, My Battle with Eating Disorders",Brittany Burgunder,Nonfiction,"First published January 1, 2016",3.6,269,34,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1447534860i/27825921.jpg,https://www.goodreads.com/book/show/27825921-safety-in-numbers,450, Paperback,2016,less visited
A Handful of Dust,Evelyn Waugh,Fiction,"First published January 1, 1934",3.9,25126,1460,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344266314i/531262.jpg,https://www.goodreads.com/book/show/531262.A_Handful_of_Dust,308, Paperback,1934,less visited
Ordinary People,Judith Guest,Fiction,"First published July 19, 1976",3.92,20631,1234,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1172283738i/160251.jpg,https://www.goodreads.com/book/show/160251.Ordinary_People,263, Paperback,1976,less visited
The Shrinking of Treehorn,Florence Parry Heide,Picture Books,"First published June 1, 1971",4.16,1230,124,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347636192i/1005587.jpg,https://www.goodreads.com/book/show/1005587.The_Shrinking_of_Treehorn,64, Hardcover,1971,less visited
The Marvelous Land of Oz (Books of Wonder),L. Frank Baum,Fantasy,"First published January 1, 1904",3.8,21769,1685,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1172059858i/135284.jpg,https://www.goodreads.com/book/show/135284.The_Marvelous_Land_of_Oz_Books_of_Wonder_,320, Paperback,1904,less visited
The Lifeboat,Charlotte Rogan,Fiction,"First published April 1, 2012",3.2,24317,3746,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344266875i/12888599.jpg,https://www.goodreads.com/book/show/12888599-the-lifeboat,279, Hardcover,2012,less visited
The Red Hat Club,Haywood Smith,Fiction,"First published January 1, 2003",3.69,2758,219,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442196501i/221576.jpg,https://www.goodreads.com/book/show/221576.The_Red_Hat_Club,306, Paperback,2003,less visited
Kings of Colorado,David E. Hilton,Fiction,"First published January 1, 2011",4.13,914,231,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348062355i/11578036.jpg,https://www.goodreads.com/book/show/11578036-kings-of-colorado,304, Paperback,2011,less visited
Melville: A Biography,Laurie Robertson-Lorant,Biography,"First published May 14, 1996",3.87,39,7,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1187056802i/1697197.jpg,https://www.goodreads.com/book/show/1697197.Melville,736, Hardcover,1996,less visited
The Poisonwood Bible,Barbara Kingsolver,Fiction,"First published September 24, 1998",4.08,711886,25495,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1644073807i/7244.jpg,https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible,546, Hardcover,1998,average visited
Pale Blue Dot: A Vision of the Human Future in Space,Carl Sagan,Science,"First published November 8, 1994",4.32,34646,1223,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1500191671i/61663.jpg,https://www.goodreads.com/book/show/61663.Pale_Blue_Dot,384, Paperback,1994,less visited
The Selected Poems of Rosario Castellanos,Cecilia Vicuña,Poetry,"First published October 1, 1988",4.46,57,9,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1556694463i/536851.jpg,https://www.goodreads.com/book/show/536851.The_Selected_Poems_of_Rosario_Castellanos,132, Paperback,1988,less visited
The Ninth Wave,Eugene Burdick,Fiction,"First published January 1, 1956",4.03,76,13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1258168339i/6631537.jpg,https://www.goodreads.com/book/show/6631537-the-ninth-wave,332, Hardcover,1956,less visited
The Forgotten,K.A. Applegate,Science Fiction,"First published January 1, 1997",3.75,4493,188,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1319308682i/363392.jpg,https://www.goodreads.com/book/show/363392.The_Forgotten,162, Paperback,1997,less visited
Split Infinity,Piers Anthony,Fantasy,"First published January 1, 1980",3.97,17503,427,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1530219700i/99461.jpg,https://www.goodreads.com/book/show/99461.Split_Infinity,368, Paperback,1980,less visited
Steps,Jerzy Kosiński,Fiction,"First published January 1, 1968",3.78,3375,292,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1378146083i/1094343.jpg,https://www.goodreads.com/book/show/1094343.Steps,148, Mass Market Paperback,1968,less visited
Deception,Denise Mina,Mystery,"First published January 1, 2002",3.63,3619,250,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344264594i/94179.jpg,https://www.goodreads.com/book/show/94179.Deception,336, Paperback,2002,less visited
Maud's House,Sherry Roberts,Fiction,"First published May 1, 1994",3.73,66,17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327010919i/8366831.jpg,https://www.goodreads.com/book/show/8366831-maud-s-house,200, ebook,1994,less visited
A Journal of the Plague Year,Daniel Defoe,Classics,"First published March 1, 1722",3.56,10043,1372,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1593068466i/46730.jpg,https://www.goodreads.com/book/show/46730.A_Journal_of_the_Plague_Year,289, Paperback,1722,less visited
Youth / Heart of Darkness / The End of the Tether,Joseph Conrad,Classics,"First published January 1, 1924",3.93,391,40,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348301557i/12192.jpg,https://www.goodreads.com/book/show/12192.Youth_Heart_of_Darkness_The_End_of_the_Tether,384, Paperback,1924,less visited
The Long Ships,Frans G. Bengtsson,Historical Fiction,"First published January 1, 1954",4.25,10104,1026,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348457477i/438452.jpg,https://www.goodreads.com/book/show/438452.The_Long_Ships,477, Paperback,1954,less visited
Skeletons at the Feast,Chris Bohjalian,Historical Fiction,"First published January 1, 2008",4.0,25261,2548,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320413130i/2017056.jpg,https://www.goodreads.com/book/show/2017056.Skeletons_at_the_Feast,372, Hardcover,2008,less visited
The Problem Child,Michael Buckley,Fantasy,"First published April 1, 2006",4.29,20250,730,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349015533i/176326.jpg,https://www.goodreads.com/book/show/176326.The_Problem_Child,320, Hardcover,2006,less visited
This I Believe: The Personal Philosophies of Remarkable Men and Women,Jay Allison,Nonfiction,"First published September 21, 2006",3.85,6387,932,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1433124759i/109498.jpg,https://www.goodreads.com/book/show/109498.This_I_Believe,282, Hardcover,2006,less visited
First Blood,David Morrell,Fiction,"First published January 1, 1972",4.02,8634,765,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344264970i/113110.jpg,https://www.goodreads.com/book/show/113110.First_Blood,320, Paperback,1972,less visited
